word,meaning,status,lessonNumber,tags,partOfSpeech,audioWordFilename,audioMeaningFilename,pinyin,source,notes
chip,chip,new,32,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/chip.mp3,audio/words/anne-soft-female-v2/chip.mp3,,Anna's Reading Deck,English reading deck
chop,chop,new,32,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/chop.mp3,audio/words/anne-soft-female-v2/chop.mp3,,Anna's Reading Deck,English reading deck
chin,chin,new,32,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/chin.mp3,audio/words/anne-soft-female-v2/chin.mp3,,Anna's Reading Deck,English reading deck
chat,chat,new,32,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/chat.mp3,audio/words/anne-soft-female-v2/chat.mp3,,Anna's Reading Deck,English reading deck
much,much,new,33,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/much.mp3,audio/words/anne-soft-female-v2/much.mp3,,Anna's Reading Deck,English reading deck
such,such,new,33,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/such.mp3,audio/words/anne-soft-female-v2/such.mp3,,Anna's Reading Deck,English reading deck
rich,rich,new,33,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/rich.mp3,audio/words/anne-soft-female-v2/rich.mp3,,Anna's Reading Deck,English reading deck
shop,shop,new,33,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/shop.mp3,audio/words/anne-soft-female-v2/shop.mp3,,Anna's Reading Deck,English reading deck
ship,ship,new,33,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/ship.mp3,audio/words/anne-soft-female-v2/ship.mp3,,Anna's Reading Deck,English reading deck
shed,shed,new,34,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/shed.mp3,audio/words/anne-soft-female-v2/shed.mp3,,Anna's Reading Deck,English reading deck
fish,fish,new,34,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/fish.mp3,audio/words/anne-soft-female-v2/fish.mp3,,Anna's Reading Deck,English reading deck
dish,dish,new,34,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/dish.mp3,audio/words/anne-soft-female-v2/dish.mp3,,Anna's Reading Deck,English reading deck
wish,wish,new,34,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/wish.mp3,audio/words/anne-soft-female-v2/wish.mp3,,Anna's Reading Deck,English reading deck
rush,rush,new,34,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/rush.mp3,audio/words/anne-soft-female-v2/rush.mp3,,Anna's Reading Deck,English reading deck
thin,thin,new,35,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/thin.mp3,audio/words/anne-soft-female-v2/thin.mp3,,Anna's Reading Deck,English reading deck
then,then,new,35,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/then.mp3,audio/words/anne-soft-female-v2/then.mp3,,Anna's Reading Deck,English reading deck
bath,bath,new,35,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/bath.mp3,audio/words/anne-soft-female-v2/bath.mp3,,Anna's Reading Deck,English reading deck
math,math,new,36,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/math.mp3,audio/words/anne-soft-female-v2/math.mp3,,Anna's Reading Deck,English reading deck
when,when,new,36,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/when.mp3,audio/words/anne-soft-female-v2/when.mp3,,Anna's Reading Deck,English reading deck
whip,whip,new,36,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/whip.mp3,audio/words/anne-soft-female-v2/whip.mp3,,Anna's Reading Deck,English reading deck
whiz,whiz,new,36,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/whiz.mp3,audio/words/anne-soft-female-v2/whiz.mp3,,Anna's Reading Deck,English reading deck
phone,phone,new,36,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/phone.mp3,audio/words/anne-soft-female-v2/phone.mp3,,Anna's Reading Deck,English reading deck
photo,photo,new,37,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/photo.mp3,audio/words/anne-soft-female-v2/photo.mp3,,Anna's Reading Deck,English reading deck
ng,ng,new,37,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/ng.mp3,audio/words/anne-soft-female-v2/ng.mp3,,Anna's Reading Deck,English reading deck
sing,sing,new,37,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/sing.mp3,audio/words/anne-soft-female-v2/sing.mp3,,Anna's Reading Deck,English reading deck
ring,ring,new,37,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/ring.mp3,audio/words/anne-soft-female-v2/ring.mp3,,Anna's Reading Deck,English reading deck
king,king,new,37,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/king.mp3,audio/words/anne-soft-female-v2/king.mp3,,Anna's Reading Deck,English reading deck
wing,wing,new,38,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/wing.mp3,audio/words/anne-soft-female-v2/wing.mp3,,Anna's Reading Deck,English reading deck
song,song,new,38,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/song.mp3,audio/words/anne-soft-female-v2/song.mp3,,Anna's Reading Deck,English reading deck
long,long,new,38,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/long.mp3,audio/words/anne-soft-female-v2/long.mp3,,Anna's Reading Deck,English reading deck
hang,hang,new,38,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/hang.mp3,audio/words/anne-soft-female-v2/hang.mp3,,Anna's Reading Deck,English reading deck
back,back,new,38,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/back.mp3,audio/words/anne-soft-female-v2/back.mp3,,Anna's Reading Deck,English reading deck
duck,duck,new,39,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/duck.mp3,audio/words/anne-soft-female-v2/duck.mp3,,Anna's Reading Deck,English reading deck
luck,luck,new,39,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/luck.mp3,audio/words/anne-soft-female-v2/luck.mp3,,Anna's Reading Deck,English reading deck
rock,rock,new,39,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/rock.mp3,audio/words/anne-soft-female-v2/rock.mp3,,Anna's Reading Deck,English reading deck
sock,sock,new,39,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/sock.mp3,audio/words/anne-soft-female-v2/sock.mp3,,Anna's Reading Deck,English reading deck
lock,lock,new,39,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/lock.mp3,audio/words/anne-soft-female-v2/lock.mp3,,Anna's Reading Deck,English reading deck
kick,kick,new,40,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/kick.mp3,audio/words/anne-soft-female-v2/kick.mp3,,Anna's Reading Deck,English reading deck
pick,pick,new,40,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/pick.mp3,audio/words/anne-soft-female-v2/pick.mp3,,Anna's Reading Deck,English reading deck
sick,sick,new,40,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/sick.mp3,audio/words/anne-soft-female-v2/sick.mp3,,Anna's Reading Deck,English reading deck
tick,tick,new,40,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/tick.mp3,audio/words/anne-soft-female-v2/tick.mp3,,Anna's Reading Deck,English reading deck
catch,catch,new,40,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/catch.mp3,audio/words/anne-soft-female-v2/catch.mp3,,Anna's Reading Deck,English reading deck
match,match,new,41,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/match.mp3,audio/words/anne-soft-female-v2/match.mp3,,Anna's Reading Deck,English reading deck
patch,patch,new,41,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/patch.mp3,audio/words/anne-soft-female-v2/patch.mp3,,Anna's Reading Deck,English reading deck
hatch,hatch,new,41,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/hatch.mp3,audio/words/anne-soft-female-v2/hatch.mp3,,Anna's Reading Deck,English reading deck
ditch,ditch,new,41,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/ditch.mp3,audio/words/anne-soft-female-v2/ditch.mp3,,Anna's Reading Deck,English reading deck
pitch,pitch,new,41,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/pitch.mp3,audio/words/anne-soft-female-v2/pitch.mp3,,Anna's Reading Deck,English reading deck
witch,witch,new,42,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/witch.mp3,audio/words/anne-soft-female-v2/witch.mp3,,Anna's Reading Deck,English reading deck
bark,bark,new,42,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/bark.mp3,audio/words/anne-soft-female-v2/bark.mp3,,Anna's Reading Deck,English reading deck
farm,farm,new,42,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/farm.mp3,audio/words/anne-soft-female-v2/farm.mp3,,Anna's Reading Deck,English reading deck
hard,hard,new,42,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/hard.mp3,audio/words/anne-soft-female-v2/hard.mp3,,Anna's Reading Deck,English reading deck
park,park,new,43,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/park.mp3,audio/words/anne-soft-female-v2/park.mp3,,Anna's Reading Deck,English reading deck
star,star,new,43,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/star.mp3,audio/words/anne-soft-female-v2/star.mp3,,Anna's Reading Deck,English reading deck
bird,bird,new,43,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/bird.mp3,audio/words/anne-soft-female-v2/bird.mp3,,Anna's Reading Deck,English reading deck
girl,girl,new,43,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/girl.mp3,audio/words/anne-soft-female-v2/girl.mp3,,Anna's Reading Deck,English reading deck
dirt,dirt,new,44,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/dirt.mp3,audio/words/anne-soft-female-v2/dirt.mp3,,Anna's Reading Deck,English reading deck
first,first,new,44,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/first.mp3,audio/words/anne-soft-female-v2/first.mp3,,Anna's Reading Deck,English reading deck
third,third,new,44,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/third.mp3,audio/words/anne-soft-female-v2/third.mp3,,Anna's Reading Deck,English reading deck
corn,corn,new,44,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/corn.mp3,audio/words/anne-soft-female-v2/corn.mp3,,Anna's Reading Deck,English reading deck
fork,fork,new,44,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/fork.mp3,audio/words/anne-soft-female-v2/fork.mp3,,Anna's Reading Deck,English reading deck
form,form,new,45,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/form.mp3,audio/words/anne-soft-female-v2/form.mp3,,Anna's Reading Deck,English reading deck
pork,pork,new,45,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/pork.mp3,audio/words/anne-soft-female-v2/pork.mp3,,Anna's Reading Deck,English reading deck
storm,storm,new,45,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/storm.mp3,audio/words/anne-soft-female-v2/storm.mp3,,Anna's Reading Deck,English reading deck
her,her,new,45,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/her.mp3,audio/words/anne-soft-female-v2/her.mp3,,Anna's Reading Deck,English reading deck
burn,burn,new,45,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/burn.mp3,audio/words/anne-soft-female-v2/burn.mp3,,Anna's Reading Deck,English reading deck
turn,turn,new,46,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/turn.mp3,audio/words/anne-soft-female-v2/turn.mp3,,Anna's Reading Deck,English reading deck
hurt,hurt,new,46,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/hurt.mp3,audio/words/anne-soft-female-v2/hurt.mp3,,Anna's Reading Deck,English reading deck
curb,curb,new,46,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/curb.mp3,audio/words/anne-soft-female-v2/curb.mp3,,Anna's Reading Deck,English reading deck
flat,flat,new,46,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/flat.mp3,audio/words/anne-soft-female-v2/flat.mp3,,Anna's Reading Deck,English reading deck
flag,flag,new,46,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/flag.mp3,audio/words/anne-soft-female-v2/flag.mp3,,Anna's Reading Deck,English reading deck
flip,flip,new,47,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/flip.mp3,audio/words/anne-soft-female-v2/flip.mp3,,Anna's Reading Deck,English reading deck
frog,frog,new,47,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/frog.mp3,audio/words/anne-soft-female-v2/frog.mp3,,Anna's Reading Deck,English reading deck
from,from,new,47,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/from.mp3,audio/words/anne-soft-female-v2/from.mp3,,Anna's Reading Deck,English reading deck
free,free,new,47,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/free.mp3,audio/words/anne-soft-female-v2/free.mp3,,Anna's Reading Deck,English reading deck
grab,grab,new,47,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/grab.mp3,audio/words/anne-soft-female-v2/grab.mp3,,Anna's Reading Deck,English reading deck
grip,grip,new,48,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/grip.mp3,audio/words/anne-soft-female-v2/grip.mp3,,Anna's Reading Deck,English reading deck
grin,grin,new,48,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/grin.mp3,audio/words/anne-soft-female-v2/grin.mp3,,Anna's Reading Deck,English reading deck
plan,plan,new,48,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/plan.mp3,audio/words/anne-soft-female-v2/plan.mp3,,Anna's Reading Deck,English reading deck
plug,plug,new,48,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/plug.mp3,audio/words/anne-soft-female-v2/plug.mp3,,Anna's Reading Deck,English reading deck
plot,plot,new,48,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/plot.mp3,audio/words/anne-soft-female-v2/plot.mp3,,Anna's Reading Deck,English reading deck
slap,slap,new,49,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/slap.mp3,audio/words/anne-soft-female-v2/slap.mp3,,Anna's Reading Deck,English reading deck
slip,slip,new,49,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/slip.mp3,audio/words/anne-soft-female-v2/slip.mp3,,Anna's Reading Deck,English reading deck
slug,slug,new,49,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/slug.mp3,audio/words/anne-soft-female-v2/slug.mp3,,Anna's Reading Deck,English reading deck
clap,clap,new,49,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/clap.mp3,audio/words/anne-soft-female-v2/clap.mp3,,Anna's Reading Deck,English reading deck
club,club,new,49,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/club.mp3,audio/words/anne-soft-female-v2/club.mp3,,Anna's Reading Deck,English reading deck
clip,clip,new,50,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/clip.mp3,audio/words/anne-soft-female-v2/clip.mp3,,Anna's Reading Deck,English reading deck
blot,blot,new,50,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/blot.mp3,audio/words/anne-soft-female-v2/blot.mp3,,Anna's Reading Deck,English reading deck
blub,blub,new,50,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/blub.mp3,audio/words/anne-soft-female-v2/blub.mp3,,Anna's Reading Deck,English reading deck
skip,skip,new,50,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/skip.mp3,audio/words/anne-soft-female-v2/skip.mp3,,Anna's Reading Deck,English reading deck
skin,skin,new,50,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/skin.mp3,audio/words/anne-soft-female-v2/skin.mp3,,Anna's Reading Deck,English reading deck
skunk,skunk,new,51,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/skunk.mp3,audio/words/anne-soft-female-v2/skunk.mp3,,Anna's Reading Deck,English reading deck
spot,spot,new,51,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/spot.mp3,audio/words/anne-soft-female-v2/spot.mp3,,Anna's Reading Deck,English reading deck
spin,spin,new,51,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/spin.mp3,audio/words/anne-soft-female-v2/spin.mp3,,Anna's Reading Deck,English reading deck
spit,spit,new,51,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/spit.mp3,audio/words/anne-soft-female-v2/spit.mp3,,Anna's Reading Deck,English reading deck
step,step,new,51,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/step.mp3,audio/words/anne-soft-female-v2/step.mp3,,Anna's Reading Deck,English reading deck
stop,stop,new,52,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/stop.mp3,audio/words/anne-soft-female-v2/stop.mp3,,Anna's Reading Deck,English reading deck
stuck,stuck,new,52,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/stuck.mp3,audio/words/anne-soft-female-v2/stuck.mp3,,Anna's Reading Deck,English reading deck
snap,snap,new,52,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/snap.mp3,audio/words/anne-soft-female-v2/snap.mp3,,Anna's Reading Deck,English reading deck
snip,snip,new,52,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/snip.mp3,audio/words/anne-soft-female-v2/snip.mp3,,Anna's Reading Deck,English reading deck
swim,swim,new,52,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/swim.mp3,audio/words/anne-soft-female-v2/swim.mp3,,Anna's Reading Deck,English reading deck
swam,swam,new,53,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/swam.mp3,audio/words/anne-soft-female-v2/swam.mp3,,Anna's Reading Deck,English reading deck
trap,trap,new,53,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/trap.mp3,audio/words/anne-soft-female-v2/trap.mp3,,Anna's Reading Deck,English reading deck
trip,trip,new,53,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/trip.mp3,audio/words/anne-soft-female-v2/trip.mp3,,Anna's Reading Deck,English reading deck
trot,trot,new,53,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/trot.mp3,audio/words/anne-soft-female-v2/trot.mp3,,Anna's Reading Deck,English reading deck
drag,drag,new,53,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/drag.mp3,audio/words/anne-soft-female-v2/drag.mp3,,Anna's Reading Deck,English reading deck
drop,drop,new,54,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/drop.mp3,audio/words/anne-soft-female-v2/drop.mp3,,Anna's Reading Deck,English reading deck
drum,drum,new,54,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/drum.mp3,audio/words/anne-soft-female-v2/drum.mp3,,Anna's Reading Deck,English reading deck
crab,crab,new,54,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/crab.mp3,audio/words/anne-soft-female-v2/crab.mp3,,Anna's Reading Deck,English reading deck
crop,crop,new,54,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/crop.mp3,audio/words/anne-soft-female-v2/crop.mp3,,Anna's Reading Deck,English reading deck
crib,crib,new,54,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/crib.mp3,audio/words/anne-soft-female-v2/crib.mp3,,Anna's Reading Deck,English reading deck
brag,brag,new,55,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/brag.mp3,audio/words/anne-soft-female-v2/brag.mp3,,Anna's Reading Deck,English reading deck
brim,brim,new,55,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/brim.mp3,audio/words/anne-soft-female-v2/brim.mp3,,Anna's Reading Deck,English reading deck
brush,brush,new,55,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/brush.mp3,audio/words/anne-soft-female-v2/brush.mp3,,Anna's Reading Deck,English reading deck
prank,prank,new,55,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/prank.mp3,audio/words/anne-soft-female-v2/prank.mp3,,Anna's Reading Deck,English reading deck
print,print,new,55,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/print.mp3,audio/words/anne-soft-female-v2/print.mp3,,Anna's Reading Deck,English reading deck
glad,glad,new,56,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/glad.mp3,audio/words/anne-soft-female-v2/glad.mp3,,Anna's Reading Deck,English reading deck
glue,glue,new,56,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/glue.mp3,audio/words/anne-soft-female-v2/glue.mp3,,Anna's Reading Deck,English reading deck
owl,owl,new,56,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/owl.mp3,audio/words/anne-soft-female-v2/owl.mp3,,Anna's Reading Deck,English reading deck
now,now,new,56,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/now.mp3,audio/words/anne-soft-female-v2/now.mp3,,Anna's Reading Deck,English reading deck
cow,cow,new,56,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/cow.mp3,audio/words/anne-soft-female-v2/cow.mp3,,Anna's Reading Deck,English reading deck
how,how,new,57,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/how.mp3,audio/words/anne-soft-female-v2/how.mp3,,Anna's Reading Deck,English reading deck
down,down,new,57,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/down.mp3,audio/words/anne-soft-female-v2/down.mp3,,Anna's Reading Deck,English reading deck
town,town,new,57,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/town.mp3,audio/words/anne-soft-female-v2/town.mp3,,Anna's Reading Deck,English reading deck
crown,crown,new,57,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/crown.mp3,audio/words/anne-soft-female-v2/crown.mp3,,Anna's Reading Deck,English reading deck
boy,boy,new,57,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/boy.mp3,audio/words/anne-soft-female-v2/boy.mp3,,Anna's Reading Deck,English reading deck
toy,toy,new,58,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/toy.mp3,audio/words/anne-soft-female-v2/toy.mp3,,Anna's Reading Deck,English reading deck
joy,joy,new,58,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/joy.mp3,audio/words/anne-soft-female-v2/joy.mp3,,Anna's Reading Deck,English reading deck
coin,coin,new,58,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/coin.mp3,audio/words/anne-soft-female-v2/coin.mp3,,Anna's Reading Deck,English reading deck
join,join,new,58,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/join.mp3,audio/words/anne-soft-female-v2/join.mp3,,Anna's Reading Deck,English reading deck
soil,soil,new,58,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/soil.mp3,audio/words/anne-soft-female-v2/soil.mp3,,Anna's Reading Deck,English reading deck
found,found,new,59,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/found.mp3,audio/words/anne-soft-female-v2/found.mp3,,Anna's Reading Deck,English reading deck
sound,sound,new,59,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/sound.mp3,audio/words/anne-soft-female-v2/sound.mp3,,Anna's Reading Deck,English reading deck
round,round,new,59,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/round.mp3,audio/words/anne-soft-female-v2/round.mp3,,Anna's Reading Deck,English reading deck
mouth,mouth,new,59,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/mouth.mp3,audio/words/anne-soft-female-v2/mouth.mp3,,Anna's Reading Deck,English reading deck
spout,spout,new,59,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/spout.mp3,audio/words/anne-soft-female-v2/spout.mp3,,Anna's Reading Deck,English reading deck
cloud,cloud,new,60,reading;Anna;clip-pack,,audio/words/anne-soft-female-v2/cloud.mp3,audio/words/anne-soft-female-v2/cloud.mp3,,Anna's Reading Deck,English reading deck
